fecha,id_tienda,id_producto,unidades_vendidas,precio_unitario
2025-01-03,2,502,9,2.0
2025-01-03,2,503,15,1.12
2025-01-03,2,504,30,3.6
2025-01-03,2,505,17,3.0
2025-01-03,3,103,26,1.8
2025-01-03,3,104,28,3.15
2025-01-03,3,105,8,1.25
2025-01-03,3,106,5,7.5
2025-01-03,3,107,25,4.0
2025-01-03,3,108,6,3.2
2025-01-03,3,109,29,7.65
2025-01-03,3,110,8,4.68
2025-01-03,3,111,21,2.5
2025-01-03,3,112,14,1.8
2025-01-03,3,113,27,1.5
2025-01-03,3,114,18,1.5
2025-01-03,3,115,31,1.75
2025-01-03,3,201,6,2.0
2025-01-03,3,202,7,1.42
2025-01-03,3,203,18,1.75
2025-01-03,3,204,32,2.62
2025-01-03,3,205,19,1.62
2025-01-03,3,206,17,1.98
2025-01-03,3,207,13,2.3
2025-01-03,3,208,6,1.42
2025-01-03,3,209,23,1.6
2025-01-03,3,301,16,2.25
2025-01-03,3,302,13,2.4
2025-01-03,3,303,12,2.75
2025-01-03,3,304,24,1.02
2025-01-03,3,305,4,1.8
2025-01-03,3,306,4,2.5
2025-01-03,3,307,16,1.4
2025-01-03,3,308,26,2.88
2025-01-03,3,309,4,8.0
2025-01-03,3,310,24,2.8
2025-01-03,3,401,34,3.25
2025-01-03,3,402,23,1.0
2025-01-03,3,403,14,4.27
2025-01-03,3,404,23,5.0
2025-01-03,3,405,15,0.56
2025-01-03,3,406,22,0.68
2025-01-03,3,407,17,6.0
2025-01-03,3,501,20,3.32
2025-01-03,3,502,22,2.0
2025-01-03,3,503,28,1.5
2025-01-03,3,504,13,3.0
2025-01-03,3,505,28,3.0
2025-01-04,1,103,21,1.44
2025-01-04,1,104,15,3.5
2025-01-04,1,105,26,1.25
2025-01-04,1,106,30,6.0
2025-01-04,1,107,9,4.0
2025-01-04,1,108,28,3.2
2025-01-04,1,109,22,8.5
2025-01-04,1,110,24,5.5
2025-01-04,1,111,25,2.5
2025-01-04,1,112,26,1.71
2025-01-04,1,113,19,1.5
2025-01-04,1,114,10,1.5
2025-01-04,1,115,11,1.75
2025-01-04,1,201,29,2.0
2025-01-04,1,202,9,1.35
2025-01-04,1,203,19,1.75
2025-01-04,1,204,18,3.5
2025-01-04,1,205,15,1.53
2025-01-04,1,206,6,2.2
2025-01-04,1,207,29,2.07
2025-01-04,1,208,8,1.9
2025-01-04,1,209,9,1.6
2025-01-04,1,301,10,2.5
2025-01-04,1,302,10,3.0
2025-01-04,1,303,16,2.75
2025-01-04,1,304,20,1.2
2025-01-04,1,305,22,1.71
2025-01-04,1,306,23,2.5
2025-01-04,1,307,5,1.4
2025-01-04,1,308,11,2.4
2025-01-04,1,309,17,6.0
2025-01-04,1,310,5,2.24
2025-01-04,1,401,23,3.09
2025-01-04,1,402,6,1.0
2025-01-04,1,403,8,3.6
2025-01-04,1,404,20,3.75
2025-01-04,1,405,23,0.64
2025-01-04,1,406,16,0.76
2025-01-04,1,407,14,5.1
2025-01-04,1,501,28,3.15
2025-01-04,1,502,15,2.0
2025-01-04,1,503,22,1.2
2025-01-04,1,504,28,4.0
2025-01-04,1,505,9,3.0
2025-01-04,2,103,25,1.8
2025-01-04,2,104,15,3.5
2025-01-04,2,105,29,1.19
2025-01-04,2,106,7,7.12
2025-01-04,2,107,26,3.8
2025-01-04,2,108,24,2.88
2025-01-04,2,109,9,6.38
2025-01-04,2,110,23,4.12
2025-01-04,2,111,9,1.88
2025-01-04,2,112,22,1.8
2025-01-04,2,113,17,1.27
2025-01-04,2,114,28,2.0
2025-01-04,2,115,29,1.66
2025-01-04,2,201,7,1.9
2025-01-04,2,202,14,1.5
2025-01-04,2,203,9,1.75
2025-01-04,2,204,20,3.5
2025-01-04,2,205,13,1.44
2025-01-04,2,206,4,2.2
2025-01-04,2,207,26,1.84
2025-01-04,2,208,27,1.42
2025-01-04,2,209,31,1.28
2025-01-04,2,301,14,2.5
2025-01-04,2,302,6,2.4
2025-01-04,2,303,9,2.75
2025-01-04,2,304,23,1.14
2025-01-04,2,305,17,1.53
2025-01-04,2,306,23,2.5
2025-01-04,2,307,15,1.4
2025-01-04,2,308,15,2.56
2025-01-04,2,309,16,8.0
2025-01-04,2,310,8,2.1
2025-01-04,2,401,26,3.25
2025-01-04,2,402,19,1.0
2025-01-04,2,403,9,4.5
2025-01-04,2,404,20,5.0
2025-01-04,2,405,22,0.75
2025-01-04,2,406,14,0.9
2025-01-04,2,407,26,6.0
2025-01-04,2,501,6,3.5
2025-01-04,2,502,4,1.9
2025-01-04,2,503,8,1.5
2025-01-04,2,504,4,4.0
2025-01-04,2,505,10,3.0
2025-01-04,3,103,10,1.62
2025-01-04,3,104,18,2.98
2025-01-04,3,105,13,1.25
2025-01-04,3,106,19,7.5
2025-01-04,3,107,16,4.0
2025-01-04,3,108,27,3.2
2025-01-04,3,109,12,6.8
2025-01-04,3,110,8,5.5
2025-01-04,3,111,24,2.5
2025-01-04,3,112,7,1.8
2025-01-04,3,113,14,1.5
2025-01-04,3,114,29,2.0
2025-01-04,3,115,4,1.75
2025-01-04,3,201,30,2.0
2025-01-04,3,202,25,1.42
2025-01-04,3,203,16,1.49
2025-01-04,3,204,4,2.8
2025-01-04,3,205,6,1.71
2025-01-04,3,206,23,2.2
2025-01-04,3,207,11,2.07
2025-01-04,3,208,25,1.9
2025-01-04,3,209,19,1.6
2025-01-04,3,301,20,2.5
2025-01-04,3,302,14,2.85
2025-01-04,3,303,17,2.75
2025-01-04,3,304,17,1.2
2025-01-04,3,305,24,1.8
2025-01-04,3,306,14,2.5
2025-01-04,3,307,4,1.05
2025-01-04,3,308,15,3.2
2025-01-04,3,309,10,8.0
2025-01-04,3,310,8,2.24
2025-01-04,3,401,27,3.25
2025-01-04,3,402,12,1.0
2025-01-04,3,403,20,4.5
2025-01-04,3,404,21,5.0
2025-01-04,3,405,29,0.68
2025-01-04,3,406,11,0.86
2025-01-04,3,407,23,6.0
2025-01-04,3,501,32,3.15
2025-01-04,3,502,18,2.0
2025-01-04,3,503,11,1.5
2025-01-04,3,504,11,3.8
2025-01-04,3,505,8,3.0
2025-01-05,1,103,31,1.35
2025-01-05,1,104,11,3.5
2025-01-05,1,105,15,1.25
2025-01-05,1,106,12,6.38
2025-01-05,1,107,29,4.0
2025-01-05,1,108,18,3.04
2025-01-05,1,109,6,8.5
2025-01-05,1,110,14,5.5
2025-01-05,1,111,25,2.5
2025-01-05,1,112,28,1.8
2025-01-05,1,113,22,1.2
2025-01-05,1,114,21,1.7
2025-01-05,1,115,23,1.75
2025-01-05,1,201,31,2.0
2025-01-05,1,202,15,1.5
2025-01-05,1,203,10,1.75
2025-01-05,1,204,11,2.62
2025-01-05,1,205,12,1.44
2025-01-05,1,206,22,1.65
2025-01-05,1,207,17,2.3
2025-01-05,1,208,31,1.9
2025-01-05,1,209,7,1.44
2025-01-05,1,301,23,2.25
2025-01-05,1,302,22,3.0
2025-01-05,1,303,10,2.61
2025-01-05,1,304,22,1.2
2025-01-05,1,305,5,1.8
2025-01-05,1,306,8,2.5
2025-01-05,1,307,26,1.05
2025-01-05,1,308,18,2.56
2025-01-05,1,309,5,8.0
2025-01-05,1,310,4,2.8
2025-01-05,1,401,16,2.92
2025-01-05,1,402,28,1.0
2025-01-05,1,403,10,4.5
2025-01-05,1,404,14,5.0
2025-01-05,1,405,16,0.64
2025-01-05,1,406,21,0.76
2025-01-05,1,407,31,6.0
2025-01-05,1,501,20,3.5
2025-01-05,1,502,28,2.0
2025-01-05,1,503,23,1.35
2025-01-05,1,504,33,3.4
2025-01-05,1,505,26,2.85
2025-01-05,2,103,27,1.8
2025-01-05,2,104,28,3.32
2025-01-05,2,105,13,1.25
2025-01-05,2,106,27,6.0
2025-01-05,2,107,34,3.0
2025-01-05,2,108,23,3.2
2025-01-05,2,109,6,8.5
2025-01-05,2,110,28,5.5
2025-01-05,2,111,5,2.5
2025-01-05,2,112,31,1.62
2025-01-05,2,113,20,1.5
2025-01-05,2,114,26,2.0
2025-01-05,2,115,22,1.75
2025-01-05,2,201,7,1.5
2025-01-05,2,202,29,1.35
2025-01-05,2,203,5,1.75
2025-01-05,2,204,10,2.98
2025-01-05,2,205,23,1.8
2025-01-05,2,206,26,2.2
2025-01-05,2,207,25,1.72
2025-01-05,2,208,16,1.52
2025-01-05,2,209,31,1.6
2025-01-05,2,301,9,2.38
2025-01-05,2,302,7,2.55
2025-01-05,2,303,21,2.06
2025-01-05,2,304,10,1.2
2025-01-05,2,305,15,1.62
2025-01-05,2,306,20,2.5
2025-01-05,2,307,25,1.4
2025-01-05,2,308,14,3.04
2025-01-05,2,309,6,8.0
2025-01-05,2,310,22,2.8
2025-01-05,2,401,28,3.25
2025-01-05,2,402,12,1.0
2025-01-05,2,403,24,4.5
2025-01-05,2,404,33,5.0
2025-01-05,2,405,21,0.75
2025-01-05,2,406,6,0.81
2025-01-05,2,407,25,5.1
2025-01-05,2,501,22,2.8
2025-01-05,2,502,14,1.9
2025-01-05,2,503,6,1.5
2025-01-05,2,504,16,3.0
2025-01-05,2,505,14,3.0
2025-01-05,3,103,34,1.8
2025-01-05,3,104,36,2.98
2025-01-05,3,105,24,1.12
2025-01-05,3,106,29,7.5
2025-01-05,3,107,29,4.0
2025-01-05,3,108,18,3.2
2025-01-05,3,109,15,7.65
2025-01-05,3,110,14,4.12
2025-01-05,3,111,11,2.38
2025-01-05,3,112,19,1.8
2025-01-05,3,113,24,1.5
2025-01-05,3,114,21,2.0
2025-01-05,3,115,7,1.66
2025-01-05,3,201,19,2.0
2025-01-05,3,202,18,1.5
2025-01-05,3,203,12,1.75
2025-01-05,3,204,8,3.5
2025-01-05,3,205,30,1.8
2025-01-05,3,206,15,1.87
2025-01-05,3,207,6,1.84
2025-01-05,3,208,18,1.9
2025-01-05,3,209,12,1.52
2025-01-05,3,301,21,2.5
2025-01-05,3,302,24,3.0
2025-01-05,3,303,11,2.75
2025-01-05,3,304,24,1.02
2025-01-05,3,305,17,1.8
2025-01-05,3,306,15,2.5
2025-01-05,3,307,8,1.05
2025-01-05,3,308,20,3.2
2025-01-05,3,309,13,8.0
2025-01-05,3,310,17,2.8
2025-01-05,3,401,6,3.25
2025-01-05,3,402,17,1.0
2025-01-05,3,403,34,4.5
2025-01-05,3,404,18,5.0
2025-01-05,3,405,14,0.75
2025-01-05,3,406,34,0.9
2025-01-05,3,407,8,5.4
2025-01-05,3,501,19,3.5
2025-01-05,3,502,12,2.0
2025-01-05,3,503,19,1.5
2025-01-05,3,504,19,3.4
2025-01-05,3,505,33,3.0
2025-01-06,1,103,30,1.44
2025-01-06,1,104,22,3.5
2025-01-06,1,105,11,1.25
2025-01-06,1,106,21,7.5
2025-01-06,1,107,6,4.0
2025-01-06,1,108,27,3.2
2025-01-06,1,109,17,8.07
2025-01-06,1,110,25,5.5
2025-01-06,1,111,18,2.5
2025-01-06,1,112,28,1.44
2025-01-06,1,113,18,1.5
2025-01-06,1,114,7,2.0
2025-01-06,1,115,13,1.75
2025-01-06,1,201,29,1.5
2025-01-06,1,202,11,1.2
2025-01-06,1,203,6,1.75
2025-01-06,1,204,20,3.5
2025-01-06,1,205,16,1.8
2025-01-06,1,206,11,2.2
2025-01-06,1,207,6,2.3
2025-01-06,1,208,7,1.9
2025-01-06,1,209,26,1.6
2025-01-06,1,301,24,2.12
2025-01-06,1,302,5,3.0
2025-01-06,1,303,10,2.75
2025-01-06,1,304,18,0.9
2025-01-06,1,305,24,1.8
2025-01-06,1,306,14,2.5
2025-01-06,1,307,20,1.26
2025-01-06,1,308,18,3.2
2025-01-06,1,309,17,6.0
2025-01-06,1,310,25,2.52
2025-01-06,1,401,12,3.25
2025-01-06,1,402,27,0.8
2025-01-06,1,403,18,4.5
2025-01-06,1,404,19,4.0
2025-01-06,1,405,21,0.75
2025-01-06,1,406,24,0.81
2025-01-06,1,407,9,6.0
2025-01-06,1,501,10,3.32
2025-01-06,1,502,16,2.0
2025-01-06,1,503,13,1.5
2025-01-06,1,504,14,4.0
2025-01-06,1,505,16,3.0
2025-01-06,2,103,8,1.8
2025-01-06,2,104,9,2.62
2025-01-06,2,105,23,1.0
2025-01-06,2,106,23,7.12
2025-01-06,2,107,26,3.4
2025-01-06,2,108,27,3.2
2025-01-06,2,109,17,8.07
2025-01-06,2,110,27,5.5
2025-01-06,2,111,4,2.38
2025-01-06,2,112,26,1.71
2025-01-06,2,113,33,1.2
2025-01-06,2,114,25,2.0
2025-01-06,2,115,24,1.75
2025-01-06,2,201,12,1.8
2025-01-06,2,202,6,1.5
2025-01-06,2,203,27,1.75
2025-01-06,2,204,7,3.5
2025-01-06,2,205,19,1.53
2025-01-06,2,206,10,2.09
2025-01-06,2,207,23,2.3
2025-01-06,2,208,16,1.9
2025-01-06,2,209,18,1.6
2025-01-06,2,301,25,2.12
2025-01-06,2,302,15,3.0
2025-01-06,2,303,16,2.06
2025-01-06,2,304,14,1.2
2025-01-06,2,305,4,1.8
2025-01-06,2,306,10,2.5
2025-01-06,2,307,7,1.4
2025-01-06,2,308,20,3.2
2025-01-06,2,309,22,8.0
2025-01-06,2,310,14,2.66
2025-01-06,2,401,30,2.76
2025-01-06,2,402,12,0.85
2025-01-06,2,403,11,3.38
2025-01-06,2,404,27,5.0
2025-01-06,2,405,27,0.64
2025-01-06,2,406,19,0.76
2025-01-06,2,407,27,6.0
2025-01-06,2,501,6,3.5
2025-01-06,2,502,18,2.0
2025-01-06,2,503,24,1.5
2025-01-06,2,504,10,4.0
2025-01-06,2,505,5,2.85
2025-01-06,3,103,28,1.53
2025-01-06,3,104,22,3.15
2025-01-06,3,105,27,1.25
2025-01-06,3,106,27,7.5
2025-01-06,3,107,26,4.0
2025-01-06,3,108,29,3.2
2025-01-06,3,109,6,8.5
2025-01-06,3,110,10,5.5
2025-01-06,3,111,27,2.5
2025-01-06,3,112,5,1.8
2025-01-06,3,113,32,1.27
2025-01-06,3,114,20,2.0
2025-01-06,3,115,18,1.75
2025-01-06,3,201,9,1.5
2025-01-06,3,202,22,1.42
2025-01-06,3,203,29,1.75
2025-01-06,3,204,18,3.5
2025-01-06,3,205,12,1.8
2025-01-06,3,206,11,2.2
2025-01-06,3,207,23,2.3
2025-01-06,3,208,9,1.9
2025-01-06,3,209,30,1.6
2025-01-06,3,301,10,2.5
2025-01-06,3,302,4,2.7
2025-01-06,3,303,25,2.61
2025-01-06,3,304,20,1.02
2025-01-06,3,305,12,1.53
2025-01-06,3,306,11,2.5
2025-01-06,3,307,14,1.4
2025-01-06,3,308,20,3.2
2025-01-06,3,309,18,8.0
2025-01-06,3,310,23,2.52
2025-01-06,3,401,25,3.25
2025-01-06,3,402,15,0.8
2025-01-06,3,403,22,4.5
2025-01-06,3,404,20,4.75
2025-01-06,3,405,15,0.75
2025-01-06,3,406,18,0.72
2025-01-06,3,407,18,6.0
2025-01-06,3,501,7,3.5
2025-01-06,3,502,15,1.7
2025-01-06,3,503,18,1.5
2025-01-06,3,504,4,4.0
2025-01-06,3,505,23,3.0
2025-01-07,1,103,20,1.71
2025-01-07,1,104,23,3.5
2025-01-07,1,105,18,1.25
2025-01-07,1,106,4,6.38
2025-01-07,1,107,27,4.0
2025-01-07,1,108,14,2.4
2025-01-07,1,109,23,6.38
2025-01-07,1,110,18,4.95
2025-01-07,1,111,16,2.5
2025-01-07,1,112,26,1.8
2025-01-07,1,113,5,1.5
2025-01-07,1,114,28,1.5
2025-01-07,1,115,9,1.75
2025-01-07,1,201,28,2.0
2025-01-07,1,202,24,1.35
2025-01-07,1,203,26,1.49
2025-01-07,1,204,8,3.5
2025-01-07,1,205,14,1.8
2025-01-07,1,206,27,2.2
2025-01-07,1,207,7,2.3
2025-01-07,1,208,23,1.9
2025-01-07,1,209,28,1.2
2025-01-07,1,301,5,2.5
2025-01-07,1,302,6,3.0
2025-01-07,1,303,7,2.75
2025-01-07,1,304,7,1.2
2025-01-07,1,305,13,1.53
2025-01-07,1,306,6,1.88
2025-01-07,1,307,12,1.4
2025-01-07,1,308,6,2.4
2025-01-07,1,309,10,8.0
2025-01-07,1,310,17,2.8
2025-01-07,1,401,4,3.25
2025-01-07,1,402,22,1.0
2025-01-07,1,403,10,4.5
2025-01-07,1,404,9,5.0
2025-01-07,1,405,9,0.56
2025-01-07,1,406,6,0.9
2025-01-07,1,407,18,4.8
2025-01-07,1,501,30,2.8
2025-01-07,1,502,20,1.7
2025-01-07,1,503,29,1.5
2025-01-07,1,504,25,3.6
2025-01-07,1,505,15,3.0
2025-01-07,2,103,17,1.71
2025-01-07,2,104,27,3.5
2025-01-07,2,105,20,1.25
2025-01-07,2,106,21,7.5
2025-01-07,2,107,16,4.0
2025-01-07,2,108,23,2.88
2025-01-07,2,109,15,8.5
2025-01-07,2,110,14,5.5
2025-01-07,2,111,26,2.25
2025-01-07,2,112,33,1.35
2025-01-07,2,113,26,1.27
2025-01-07,2,114,11,2.0
2025-01-07,2,115,27,1.75
2025-01-07,2,201,6,2.0
2025-01-07,2,202,30,1.5
2025-01-07,2,203,14,1.49
2025-01-07,2,204,12,3.5
2025-01-07,2,205,4,1.8
2025-01-07,2,206,18,2.2
2025-01-07,2,207,28,2.3
2025-01-07,2,208,27,1.9
2025-01-07,2,209,15,1.52
2025-01-07,2,301,12,2.5
2025-01-07,2,302,3,3.0
2025-01-07,2,303,4,2.48
2025-01-07,2,304,4,1.08
2025-01-07,2,305,7,1.8
2025-01-07,2,306,9,2.5
2025-01-07,2,307,20,1.4
2025-01-07,2,308,5,3.2
2025-01-07,2,309,4,6.0
2025-01-07,2,310,16,2.8
2025-01-07,2,401,28,2.92
2025-01-07,2,402,8,1.0
2025-01-07,2,403,11,4.5
2025-01-07,2,404,25,5.0
2025-01-07,2,405,16,0.64
2025-01-07,2,406,15,0.81
2025-01-07,2,407,30,6.0
2025-01-07,2,501,20,3.5
2025-01-07,2,502,12,1.6
2025-01-07,2,503,13,1.35
2025-01-07,2,504,20,4.0
2025-01-07,2,505,12,3.0
2025-01-07,3,103,14,1.8
2025-01-07,3,104,16,3.5
2025-01-07,3,105,10,1.25
2025-01-07,3,106,18,7.5
2025-01-07,3,107,18,4.0
2025-01-07,3,108,21,3.2
2025-01-07,3,109,7,8.5
2025-01-07,3,110,9,5.5
2025-01-07,3,111,14,2.5
2025-01-07,3,112,28,1.8
2025-01-07,3,113,19,1.5
2025-01-07,3,114,9,2.0
2025-01-07,3,115,8,1.75
2025-01-07,3,201,14,1.5
2025-01-07,3,202,9,1.5
2025-01-07,3,203,27,1.75
2025-01-07,3,204,16,3.5
2025-01-07,3,205,9,1.8
2025-01-07,3,206,31,2.09
2025-01-07,3,207,16,2.3
2025-01-07,3,208,14,1.9
2025-01-07,3,209,30,1.6
2025-01-07,3,301,22,2.5
2025-01-07,3,302,18,3.0
2025-01-07,3,303,21,2.75
2025-01-07,3,304,11,1.2
2025-01-07,3,305,8,1.8
2025-01-07,3,306,10,2.5
2025-01-07,3,307,15,1.19
2025-01-07,3,308,17,3.2
2025-01-07,3,309,22,7.2
2025-01-07,3,310,9,2.1
2025-01-07,3,401,11,3.09
2025-01-07,3,402,15,1.0
2025-01-07,3,403,30,4.27
2025-01-07,3,404,23,4.0
2025-01-07,3,405,19,0.68
2025-01-07,3,406,20,0.9
2025-01-07,3,407,20,4.8
2025-01-07,3,501,9,3.5
2025-01-07,3,502,28,2.0
2025-01-07,3,503,4,1.5
2025-01-07,3,504,27,4.0
2025-01-07,3,505,21,3.0
2025-01-08,1,103,36,1.44
2025-01-08,1,104,19,2.8
2025-01-08,1,105,21,1.25
2025-01-08,1,106,18,6.38
2025-01-08,1,107,33,4.0
2025-01-08,1,108,6,2.88
2025-01-08,1,109,31,8.07
2025-01-08,1,110,19,4.68
2025-01-08,1,111,5,2.5
2025-01-08,1,112,33,1.8
2025-01-08,1,113,9,1.5
2025-01-08,1,114,11,1.9
2025-01-08,1,115,23,1.75
2025-01-08,1,201,18,2.0
2025-01-08,1,202,29,1.35
2025-01-08,1,203,18,1.75
2025-01-08,1,204,19,3.5
2025-01-08,1,205,9,1.8
2025-01-08,1,206,9,2.2
2025-01-08,1,207,33,2.3
2025-01-08,1,208,25,1.9
2025-01-08,1,209,28,1.6
2025-01-08,1,301,5,2.0
2025-01-08,1,302,17,3.0
2025-01-08,1,303,27,2.61
2025-01-08,1,304,27,1.02
2025-01-08,1,305,22,1.71
2025-01-08,1,306,10,2.25
2025-01-08,1,307,24,1.4
2025-01-08,1,308,25,3.2
2025-01-08,1,309,11,8.0
2025-01-08,1,310,24,2.8
2025-01-08,1,401,24,2.6
2025-01-08,1,402,8,0.85
2025-01-08,1,403,12,4.5
2025-01-08,1,404,22,5.0
2025-01-08,1,405,26,0.6
2025-01-08,1,406,33,0.72
2025-01-08,1,407,33,5.7
2025-01-08,1,501,37,2.62
2025-01-08,1,502,21,2.0
2025-01-08,1,503,20,1.5
2025-01-08,1,504,22,4.0
2025-01-08,1,505,11,2.7
2025-01-08,2,103,5,1.8
2025-01-08,2,104,32,3.5
2025-01-08,2,105,5,1.25
2025-01-08,2,106,22,7.5
2025-01-08,2,107,8,4.0
2025-01-08,2,108,29,2.72
2025-01-08,2,109,24,8.5
2025-01-08,2,110,25,5.5
2025-01-08,2,111,24,2.5
2025-01-08,2,112,8,1.8
2025-01-08,2,113,29,1.5
2025-01-08,2,114,10,2.0
2025-01-08,2,115,32,1.75
2025-01-08,2,201,7,1.7
2025-01-08,2,202,10,1.5
2025-01-08,2,203,17,1.75
2025-01-08,2,204,27,3.5
2025-01-08,2,205,11,1.53
2025-01-08,2,206,29,1.98
2025-01-08,2,207,33,2.3
2025-01-08,2,208,8,1.9
2025-01-08,2,209,5,1.6
2025-01-08,2,301,9,1.88
2025-01-08,2,302,22,3.0
2025-01-08,2,303,7,2.75
2025-01-08,2,304,13,1.2
2025-01-08,2,305,20,1.44
2025-01-08,2,306,7,1.88
2025-01-08,2,307,22,1.4
2025-01-08,2,308,8,2.88
2025-01-08,2,309,13,8.0
2025-01-08,2,310,26,2.8
2025-01-08,2,401,10,2.44
2025-01-08,2,402,18,0.8
2025-01-08,2,403,31,3.6
2025-01-08,2,404,15,4.25
2025-01-08,2,405,7,0.6
2025-01-08,2,406,28,0.81
2025-01-08,2,407,29,6.0
2025-01-08,2,501,33,2.98
2025-01-08,2,502,17,2.0
2025-01-08,2,503,31,1.5
2025-01-08,2,504,16,4.0
2025-01-08,2,505,8,3.0
2025-01-08,3,103,14,1.8
2025-01-08,3,104,30,3.5
2025-01-08,3,105,7,0.94
2025-01-08,3,106,22,6.38
2025-01-08,3,107,13,3.6
2025-01-08,3,108,34,2.88
2025-01-08,3,109,5,8.5
2025-01-08,3,110,22,5.5
2025-01-08,3,111,13,2.5
2025-01-08,3,112,28,1.35
2025-01-08,3,113,24,1.5
2025-01-08,3,114,30,1.8
2025-01-08,3,115,13,1.75
2025-01-08,3,201,6,1.7
2025-01-08,3,202,23,1.42
2025-01-08,3,203,32,1.75
2025-01-08,3,204,22,2.62
2025-01-08,3,205,7,1.8
2025-01-08,3,206,20,2.2
2025-01-08,3,207,25,2.3
2025-01-08,3,208,17,1.8
2025-01-08,3,209,7,1.6
2025-01-08,3,301,11,2.25
2025-01-08,3,302,20,3.0
2025-01-08,3,303,19,2.06
2025-01-08,3,304,8,1.14
2025-01-08,3,305,8,1.8
2025-01-08,3,306,19,2.0
2025-01-08,3,307,8,1.4
2025-01-08,3,308,8,3.2
2025-01-08,3,309,21,7.6
2025-01-08,3,310,27,2.38
2025-01-08,3,401,17,3.25
2025-01-08,3,402,18,1.0
2025-01-08,3,403,25,4.5
2025-01-08,3,404,12,3.75
2025-01-08,3,405,17,0.75
2025-01-08,3,406,19,0.9
2025-01-08,3,407,16,5.7
2025-01-08,3,501,25,3.32
2025-01-08,3,502,31,2.0
2025-01-08,3,503,5,1.42
2025-01-08,3,504,32,3.8
2025-01-08,3,505,32,2.25
2025-01-09,1,103,7,1.53
2025-01-09,1,104,22,3.5
2025-01-09,1,105,33,0.94
2025-01-09,1,106,27,6.75
2025-01-09,1,107,12,4.0
2025-01-09,1,108,6,3.2
2025-01-09,1,109,9,6.38
2025-01-09,1,110,22,5.5
2025-01-09,1,111,32,2.5
2025-01-09,1,112,32,1.8
2025-01-09,1,113,29,1.5
2025-01-09,1,114,30,2.0
2025-01-09,1,115,18,1.4
2025-01-09,1,201,19,2.0
2025-01-09,1,202,6,1.2
2025-01-09,1,203,14,1.75
2025-01-09,1,204,6,3.5
2025-01-09,1,205,37,1.44
2025-01-09,1,206,33,2.09
2025-01-09,1,207,28,1.72
2025-01-09,1,208,18,1.42
2025-01-09,1,209,9,1.44
2025-01-09,1,301,12,2.5
2025-01-09,1,302,22,2.7
2025-01-09,1,303,4,2.75
2025-01-09,1,304,28,0.96
2025-01-09,1,305,5,1.53
